nid,episode,text,sarcasm,audio_path
59_112,59,"The reason why he is so powerful but so reckless and hard to control is because that's how your brain works! That's what your mind does, especially mine!",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-59/ospod-episode-59_112.mp3
72_101,72,"but, he can still have a form of immortality, that's cool as hell.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-72/ospod-episode-72_101.mp3
53_327,53,"comparing it to like, a washing woman or something like that, ringing something out. And it's like, what are you doing, man? And I'm like, yes, yes, give it to me. Uh, so I, I love that, um,",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-53/ospod-episode-53_327.mp3
65_122,65,"And Cornwall? Cool. I'm just gonna, I'm gonna cut this out. So I like, I added this thing at the last minute thinking I was on to something brilliant. I'm like, no, hold on. I need to research this more before I go spouting anything. So I, I just ripped it out.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-65/ospod-episode-65_122.mp3
53_309,53,"It's so funny that people think I'm an angrier person than you are, just because when you get mad, it's a rare occasion, but the spikes are so much higher. Oh, God.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-53/ospod-episode-53_309.mp3
61_288,61,"like, look, for three months, that, fine, that's fine. You get your venue, you get your food.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-61/ospod-episode-61_288.mp3
62_147,62,My buddy. Yes.,0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-62/ospod-episode-62_147.mp3
66_320,66,"Yeah, yeah, yeah, yeah.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-66/ospod-episode-66_320.mp3
62_245,62,"high level scholarship, reading, learning, creating on your own end is just reading other people's scholarship. It is finicky.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-62/ospod-episode-62_245.mp3
67_214,67,"Um, yeah, but if anyone on this podcast is an adult fan of LEGO, it's 100% blue, please direct all LEGO related inquiries to him.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-67/ospod-episode-67_214.mp3
72_24,72,"Yeah, this, this is a real treat. I, last year we got to do a little, a little combined, uh, triple threat, uh, a month of doing a video on, uh, the post-America.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-72/ospod-episode-72_24.mp3
55_248,55,"There's some reason personifying it as the person who broke us on the podcast is just an odd twist, but I, I like it. I, I have a big fondness for the kind of horror where it's like, it's trying to imitate people and failing just slightly. Uh, like a creepy deep fake or, you know, one of those, Oh, there's someone yelling for help in the woods, but it's on like a five minute loop. And I just noticed that, you know, that kind of like, that's the good creepy shit that I like. Uh, so I think I'd like to, in a horror movie setting, that would be my, my arch nemesis. And then I could come back as a spooky, like,",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-55/ospod-episode-55_248.mp3
62_335,62,"Up, left, dab, up, right, dab, down, left, dab, down, right, dab.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-62/ospod-episode-62_335.mp3
61_81,61,"Especially when it's like, this is a funny haha, you know. People get defined by, like, the one most memorable thing.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-61/ospod-episode-61_81.mp3
77_62,77,"So, we were, we were thrilled to have, uh, to have.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-77/ospod-episode-77_62.mp3
71_234,71,Medical issues that do not mix with that.,0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-71/ospod-episode-71_234.mp3
66_210,66,It's every year Daniel Craig goes out to some fuckin' new place to fuck around.,0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-66/ospod-episode-66_210.mp3
53_259,53,"I forgot the guy's name, exactly.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-53/ospod-episode-53_259.mp3
71_291,71,"It's like, I can make the most relaxing bubble bath of all time happen right now.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-71/ospod-episode-71_291.mp3
55_402,55,"This has been a very spooky, overly sarcastic podcast.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-55/ospod-episode-55_402.mp3
73_359,73,"The minute you had John Goodman playing Pops Racer, you had already completed the objective. And then you put Susan.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-73/ospod-episode-73_359.mp3
53_55,53,"You hit a wall. There's nothing about that. There's no context. There's no who told the story, who told these groups of stories. You don't get anything like that. So you sort of just end up hitting a wall about like,",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-53/ospod-episode-53_55.mp3
53_38,53,"Um, but yeah, no, it was, uh, it was cool. It was one of those myths slash folktales where, like, it's pretty short. I sort of needed to, you know, stretch it out just a smidge to get anything worthy of like a video out of it.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-53/ospod-episode-53_38.mp3
63_39,63,"Yeah, so that's when I started writing up like, why do I hate this so much? I've seen third act betrayals that work. Why does this one annoy me? And it was just the classic example of like, oh, the character who's a traitor acts like a completely different person pre and post reveal.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-63/ospod-episode-63_39.mp3
74_203,74,"But I, I would love to have Napoleon with just a gazillion cannons. His final smash is just showers you in cannonballs.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-74/ospod-episode-74_203.mp3
73_65,73,But I don't willingly subject myself to bad stories a lot of the time.,0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-73/ospod-episode-73_65.mp3
61_204,61,"Oh, and, uh, Typhon and, uh, Echidna? I believe. They had a cute little monster thing going. Like.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-61/ospod-episode-61_204.mp3
66_13,66,"I managed to, uh, last week get a, almost a sunburn on only the left half of my forehead because the poofy part of my hair obscures the right half and I was only walking in one direction for a better part of an hour and a half. Um, it was pretty humorous.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-66/ospod-episode-66_13.mp3
69_80,69,"Early on, it's like, the devil pops up in your fucking potato field and is like, oh, farmer Brown, I'll make a deal with you. And farmer Brown's like, okay. And then the story is a funny little romp about farmer Brown outsmarting the devil, uh, by agreeing to share the, the, uh, stuff that the field produces and then",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-69/ospod-episode-69_80.mp3
53_349,53,"Just casually. It's like, man, I miss that. Yeah, I was.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-53/ospod-episode-53_349.mp3
62_350,62,"Cyberpunk was onto something. It's always, uh.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-62/ospod-episode-62_350.mp3
76_224,76,"Yeah, I also love board games, but.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-76/ospod-episode-76_224.mp3
57_157,57,"We are also bad at dealing with like, uh, coordinating with, uh, with collabs and guests and stuff. We've done it a few times and the ones that we've done, we liked.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-57/ospod-episode-57_157.mp3
80_299,80,"It's, uh, it's weird. Uh, I always get the little like, what the fuck? Every time somebody name drops her. Um.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-80/ospod-episode-80_299.mp3
59_170,59,"Uh, because, it's, oh, no, no, no, no, that's not what I wanted to do. Please ignore the Markiplier video that's playing right now.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-59/ospod-episode-59_170.mp3
53_338,53,"Um, like, good stuff. Love the tradition. So this next question comes from Bimir Heghi.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-53/ospod-episode-53_338.mp3
60_50,60,"God damn it. My point is hero complexes make, have, protagonists have had guilt complexes for dumber shit, and this is the kind of thing where it's like,",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-60/ospod-episode-60_50.mp3
71_90,71,"Oh, no, no, no, I, I 100% agree. Uh, so the primary example, uh, that I used for this, uh, for, for this video was an episode of, uh, TNG.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-71/ospod-episode-71_90.mp3
65_314,65,would have been cool.,0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-65/ospod-episode-65_314.mp3
62_296,62,"really knows his stuff when it comes to Japanese history and, uh,",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-62/ospod-episode-62_296.mp3
80_232,80,"Flavor! It does. It hides, it hides a lot of alcohol taste.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-80/ospod-episode-80_232.mp3
76_41,76,"is cited as the birthplace of Artemis and Ortigia is a name that a lot of islands have been assigned historically. And the thing I kept running into is like a half a dozen different islands have been called Ortigia. And I was like, cool, which islands? And they were like a half dozen of them. And I, I like went up the citation chain and I've learned to dread whenever a citation chain takes me into a dictionary because the dictionaries don't cite their sources. So it'll be like Ortigia, the name of a half dozen islands. And I'm like, fuck, but I did.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-76/ospod-episode-76_41.mp3
62_144,62,"I'm like, this is great. Also, this is like the same, like, is it immoral to sell dice because that's too addictive?",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-62/ospod-episode-62_144.mp3
75_177,75,"That sounds familiar, but no, it's a game, right?",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-75/ospod-episode-75_177.mp3
75_350,75,"Yup. Check out our very special guest, uh, and his assorted social media platforms where you can see his extremely exciting Lego project. And if that's everything we needed to cover, then until next time.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-75/ospod-episode-75_350.mp3
59_197,59,"Yeah. And, uh, Bobby Broccoli, uh, who does videos about, uh, like, like fraud and drama in the science community, which you wouldn't think there would be much, I guess, if you don't know much about scientists, but whole baby, there's a lot. Uh, the, the man who tried to fake an element is one I watched recently and it's rough in a, in a very.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-59/ospod-episode-59_197.mp3
65_157,65,"That sounds familiar, but no. Uh, something rotten? Nope.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-65/ospod-episode-65_157.mp3
53_193,53,"Oh, yeah.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-53/ospod-episode-53_193.mp3
53_148,53,"What's interesting is I, I take a lot of trains and trains tend to cut through more unused parts of cities. So I see a lot of the sort of back end and it's like, that's just a whole, like half a warehouse. Cause the rest of it was burned down a while ago, it looks like, and nobody's done anything about it. So, okay then. So.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-53/ospod-episode-53_148.mp3
55_325,55,"I got shit going on, but like, I, it's an ideal costume for me because I already have most of it. I just need the outer coat, uh, yeah. And maybe like, trim up some bangs or something.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-55/ospod-episode-55_325.mp3
77_301,77,"So much to, like, think of ace characters.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-77/ospod-episode-77_301.mp3
69_54,69,700 of being sat on by a kingdom.,0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-69/ospod-episode-69_54.mp3
73_208,73,ds9. ds9. ds9. ds9. ds9. ds9. ds9. ds9. ds9. ds9. ds9.,0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-73/ospod-episode-73_208.mp3
68_335,68,"Like, this username is already taken. Ah, fuck. All right. Hold on. It's case sensitive. Damn it.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-68/ospod-episode-68_335.mp3
72_66,72,"Thanks. When I was researching it and writing it up, the theme kind of hit me right out the gate. Like, wow, this.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-72/ospod-episode-72_66.mp3
63_333,63,"It's just fucked. Yeah. So for the soundtrack, that feels like it needs full orchestra. Like, you can't do it in a park with a collapsing tower. Yeah.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-63/ospod-episode-63_333.mp3
62_23,62,So what do we stay up all night doing? Videos on the channel! Yeah!,0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-62/ospod-episode-62_23.mp3
68_173,68,That's good. That's what you want to be.,0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-68/ospod-episode-68_173.mp3
78_5,78,Two very different mental spaces to be occupying.,0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-78/ospod-episode-78_5.mp3
54_249,54,"I think we are all so dedicated to like, good recording quality, but like, the thought of that.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-54/ospod-episode-54_249.mp3
55_203,55,"Yes, I know they exist, but that doesn't mean I've heard any of their stuff.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-55/ospod-episode-55_203.mp3
75_192,75,"Fun fact, uh, for Dominic Noble's April Fool's The Room video, uh, he invented a fake author who wrote the, the book that The Room was based on, and it's me with Photoshopped glasses and a beard. Yeah.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-75/ospod-episode-75_192.mp3
78_125,78,That's a fun question.,0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-78/ospod-episode-78_125.mp3
77_56,77,"If they do like one thing, if they, if they, if they ever.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-77/ospod-episode-77_56.mp3
53_129,53,Very not accustomed to there being layers and layers of known history everywhere I go.,0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-53/ospod-episode-53_129.mp3
55_377,55,"So, I think, I think that absolutely works, especially if Blue, you're in the Castlevania continuity, so you've been in the castle for a lot of this, like, doing the crazy magical shit.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-55/ospod-episode-55_377.mp3
74_224,74,"Like, a whole bunch of different spears and stuff you can do too. Like, you want to do halberd fencing? Go nuts.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-74/ospod-episode-74_224.mp3
67_336,67,"Yeah, the, uh, difference in tailoring really changed everything. Cause I had got a suit for blue and science wedding. Uh, and I remember being on the website trying to order, like, I don't understand how any of this works. And then going into the, the actual store and being like, just put me in something and tell me what size it is.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-67/ospod-episode-67_336.mp3
74_70,74,"It's baffling. Um, but yeah, so, uh, basically, um, as I was cutting through it, I was like,",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-74/ospod-episode-74_70.mp3
67_141,67,"Yeah, yeah.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-67/ospod-episode-67_141.mp3
79_349,79,"We got it. We got a pizzel, we got a chocolate monstrosity, and we got, uh, and maybe some hamantashen on the side. Potentially kularakia, maybe some other variant of a Greek cookie, who knows.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-79/ospod-episode-79_349.mp3
58_184,58,"Yeah, most definitely. Uh, we have got, uh.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-58/ospod-episode-58_184.mp3
69_144,69,"Yeah, yeah, yeah.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-69/ospod-episode-69_144.mp3
72_123,72,"thank you, too, fair.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-72/ospod-episode-72_123.mp3
54_11,54,We're going into this Q&A dry. Anyway.,0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-54/ospod-episode-54_11.mp3
74_200,74,"historical founding father, city darling, Ben Franklin. I do think it could be fun to have like a final smash where he's making the kite fly with the key. And then the lightning comes down and that's like the big, yeah. I feel like that's an easy one. Lots of old man jumping around could be entertaining.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-74/ospod-episode-74_200.mp3
62_28,62,Nice. Yeah. Yeah.,0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-62/ospod-episode-62_28.mp3
72_205,72,"And then, without warning, the next issue is by a completely different team, and now you don't like it anymore. So these characters that you like are on like a yo-yo, where it's like, oh man, this Thor run is so good, this first arc is great, and then, uh, no, everything after it is bad, unfortunately, like,",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-72/ospod-episode-72_205.mp3
59_119,59,"Anyway, so. I had a good time, except for the people who were like, hey, did you know? It's like, I did know. It's not true. Anyway, so that's, that's my piece, roughly said.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-59/ospod-episode-59_119.mp3
56_262,56,"take a week or two off, take a month or two off, heck, take a year off depending on what kind of project it is, come back with fresh eyes and be like, okay, cool, because you'll have in your head what your broad intentions were, and then you can go through it",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-56/ospod-episode-56_262.mp3
58_118,58,"Yeah, no, no spice in this one, really. Um, it's just very simple. Yeah, it was a hijinks video. Yeah.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-58/ospod-episode-58_118.mp3
55_218,55,"Because I, I have a deep feeling, looking at my running spreadsheet of all of the stuff that's been asked. I don't think the next three, any of them.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-55/ospod-episode-55_218.mp3
63_41,63,"The clip that you, you pulled that really made me think, oh wow, like, that's just deceptive storytelling was, um, uh, the Prince in Frozen.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-63/ospod-episode-63_41.mp3
68_230,68,20 years ago. Yeah.,0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-68/ospod-episode-68_230.mp3
59_184,59,"And the, uh, oh, god, uh, I've recommended this before. Uh, it's the electro, it's the electro swing final countdown. Uh, it's just so good.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-59/ospod-episode-59_184.mp3
53_358,53,"metric, where it's like, if the events didn't happen to the letter, it's inaccurate. So, like, gladiator is inaccurate. You know, it didn't happen that way.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-53/ospod-episode-53_358.mp3
61_139,61,"I feel like I heard everyone in the audience, their heads just went",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-61/ospod-episode-61_139.mp3
67_63,67,"I'm just going to use this version that I have right now. I'm not going to wait for the official one. And then I, they never ended up getting back to me. So, uh, cause they were just extremely busy. So I was like, okay, good, good. I, I had the right VOD. Uh, I just, I downloaded a copy before I got overwritten, ended up being fine. Um, if I wasn't paranoid, maybe we would have lost the, the footage, uh, entirely, or at least not have had it in time for, for the upload date, but, uh, a little bit of a, uh, uh,",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-67/ospod-episode-67_63.mp3
62_359,62,"And this is a dab, which is my taunt. You're, you can't see it. You're going to have to imagine it. Hiya! Alright.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-62/ospod-episode-62_359.mp3
54_84,54,"You ever participate in a conversation where you know, like, you're too stupid to actually add anything to the conversation?",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-54/ospod-episode-54_84.mp3
75_297,75,"To break it down again feels strange after spending all this time and effort. But what do I do with it? Uh, so I think the last time I remember trying to build something out of Lego, I wanted to see if I could make, uh, like a little plane that would actually glide and it didn't. So, you know.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-75/ospod-episode-75_297.mp3
66_280,66,"Also, yeah, if, if I'm making them at home, just in terms of the mess, it's so much easier to clean up after making pancakes than it is after making waffles, because like waffle makers are categorically impossible to clean. Specialized equipment is a new challenge.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-66/ospod-episode-66_280.mp3
63_240,63,"Yeah, yeah, yeah.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-63/ospod-episode-63_240.mp3
53_263,53,"I, I, I shouldn't speak too aggressively and too loudly in the presence of someone who knows so much more about Ephesus than I do, but that was the one that I was like, oh my gosh, you guys, don't, don't come with this stuff, this is bad.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-53/ospod-episode-53_263.mp3
68_233,68,"I think Joan of Arc should have been not murdered. I think she would have been great. I think maybe like, I don't know, just on principle.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-68/ospod-episode-68_233.mp3
53_424,53,"I'm like, Oh, I'm tired of this. I got to put it down and do this other work instead. Uh, cause that way it can all be progress.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-53/ospod-episode-53_424.mp3
72_89,72,Yeah. Yeah. Yeah.,0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-72/ospod-episode-72_89.mp3
75_122,75,"Yeah, no, I really appreciate that. And yeah, you've been one of the most active users on there. So that's awesome. But, uh, uh, yeah. So Instagram and Patreon, I guess, are the two that I post on most often. And like you said, there's also YouTube, but Patreon definitely, especially the top tier, the,",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-75/ospod-episode-75_122.mp3
56_196,56,"When I saw that, I was like, what the fuck is that thing? Uh, and that's how you know, uh, I, I needed that. Um.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-56/ospod-episode-56_196.mp3
54_351,54,"Uh, Chippendale Rescue Rangers? Oh, yeah. Chippendales. Yeah, that one.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-54/ospod-episode-54_351.mp3
77_174,77,"Yeah, I can, I can picture it in my mind right now.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-77/ospod-episode-77_174.mp3
57_179,57,"Yeah. So I guess in this case, history, Norse style.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-57/ospod-episode-57_179.mp3
56_33,56,"Got some valuable input from the crew. Can confirm. Yes. Consider that checked off. Yeah, good.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-56/ospod-episode-56_33.mp3
62_254,62,"Like, the actual lightstick prop they put the VFX on of, like, the fucking, like, lightsaber keyblade and, like, the scissors on the end. Like, I want that.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-62/ospod-episode-62_254.mp3
79_47,79,"The amount of vindication from the people who were like, you know, like, I honestly, like, really enjoyed Spider-Man 3, I watched it at exactly the right age, where, like, I didn't think it was a masterpiece of cinema, but goddamn, it was funny, and I liked it, or like, yeah, you know, Spider-Man 2, not, not as much of a masterpiece as, like, people claim, and it's like, if,",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-79/ospod-episode-79_47.mp3
60_332,60,"You know, we're taking our normal week off after that. And so it's three weeks. And then after that, it'll just be more every two weeks, bi-weekly, not that bi-weekly, the other bi-weekly.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-60/ospod-episode-60_332.mp3
55_163,55,"They're in a fixed stock, so again, if you like them, grab them. We can't guarantee how long they'll be in for. They are in the warehouse, so they'll ship out pretty quickly, which is great.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-55/ospod-episode-55_163.mp3
55_10,55,November 1st is All Saints Day. November 2nd is All Souls Day. This is the content that you come to us.,0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-55/ospod-episode-55_10.mp3
53_126,53,"Oh, that hurts me. But I understand why. It's like, there's too much of it, you know? Yeah, I mean, it's just different.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-53/ospod-episode-53_126.mp3
64_280,64,"Also, um, Noice, uh, from Keen Peel. I think I got you on that, too.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-64/ospod-episode-64_280.mp3
